NGAY;BO_SO;SO1;SO2;SO3;SO4;SO5;SO6
26/12/2018;21 28 34 35 41 44;21;28;34;35;41;44
23/12/2018;01 03 10 11 16 44;1;3;10;11;16;44
21/12/2018;01 07 16 27 29 34;1;7;16;27;29;34
19/12/2018;02 10 11 32 40 44;2;10;11;32;40;44
16/12/2018;01 14 22 26 35 42;1;14;22;26;35;42
14/12/2018;07 16 20 26 30 34;7;16;20;26;30;34
12/12/2018;01 03 11 15 27 30;1;3;11;15;27;30
09/12/2018;06 08 26 34 40 41;6;8;26;34;40;41
07/12/2018;01 06 07 22 31 39;1;6;7;22;31;39
05/12/2018;07 28 29 39 42 45;7;28;29;39;42;45
02/12/2018;02 04 12 23 37 45;2;4;12;23;37;45
30/11/2018;11 18 23 25 28 35;11;18;23;25;28;35
28/11/2018;08 13 20 21 25 28;8;13;20;21;25;28
25/11/2018;03 05 11 18 24 29;3;5;11;18;24;29
23/11/2018;08 10 12 21 25 40;8;10;12;21;25;40
21/11/2018;07 09 16 19 24 33;7;9;16;19;24;33
18/11/2018;06 27 28 30 37 44;6;27;28;30;37;44
16/11/2018;04 12 18 21 25 41;4;12;18;21;25;41
14/11/2018;12 14 24 26 30 40;12;14;24;26;30;40
11/11/2018;20 23 26 27 32 34;20;23;26;27;32;34
09/11/2018;06 18 28 32 34 35;6;18;28;32;34;35
07/11/2018;06 18 22 25 31 37;6;18;22;25;31;37
04/11/2018;07 12 13 17 25 30;7;12;13;17;25;30
02/11/2018;04 06 11 18 24 25;4;6;11;18;24;25
31/10/2018;17 22 26 30 33 35;17;22;26;30;33;35
28/10/2018;09 18 19 20 31 45;9;18;19;20;31;45
26/10/2018;02 18 31 33 36 41;2;18;31;33;36;41
24/10/2018;06 26 34 35 39 42;6;26;34;35;39;42
21/10/2018;06 22 24 28 30 37;6;22;24;28;30;37
19/10/2018;02 14 30 38 39 45;2;14;30;38;39;45
17/10/2018;01 12 14 36 39 43;1;12;14;36;39;43
14/10/2018;07 08 09 34 40 43;7;8;9;34;40;43
12/10/2018;11 12 20 26 28 42;11;12;20;26;28;42
10/10/2018;18 19 22 28 41 42;18;19;22;28;41;42
07/10/2018;14 18 31 34 39 44;14;18;31;34;39;44
05/10/2018;04 12 17 29 35 44;4;12;17;29;35;44
03/10/2018;06 12 19 21 25 45;6;12;19;21;25;45
30/09/2018;01 20 24 36 43 45;1;20;24;36;43;45
28/09/2018;02 06 11 13 15 38;2;6;11;13;15;38
26/09/2018;12 19 27 39 42 45;12;19;27;39;42;45
23/09/2018;18 27 32 35 41 44;18;27;32;35;41;44
21/09/2018;01 03 11 14 23 29;1;3;11;14;23;29
19/09/2018;10 20 22 24 27 42;10;20;22;24;27;42
16/09/2018;03 13 17 18 23 34;3;13;17;18;23;34
14/09/2018;12 16 17 18 26 34;12;16;17;18;26;34
12/09/2018;11 12 13 16 29 31;11;12;13;16;29;31
09/09/2018;08 14 18 21 44 45;8;14;18;21;44;45
07/09/2018;08 10 11 28 42 45;8;10;11;28;42;45
05/09/2018;05 06 22 27 34 37;5;6;22;27;34;37
02/09/2018;10 12 13 22 26 40;10;12;13;22;26;40
31/08/2018;11 19 30 36 38 40;11;19;30;36;38;40
29/08/2018;16 17 24 28 30 36;16;17;24;28;30;36
26/08/2018;01 03 11 12 22 36;1;3;11;12;22;36
24/08/2018;03 22 25 29 33 40;3;22;25;29;33;40
22/08/2018;15 17 18 33 34 44;15;17;18;33;34;44
19/08/2018;16 18 28 36 37 45;16;18;28;36;37;45
17/08/2018;03 08 22 28 33 42;3;8;22;28;33;42
15/08/2018;12 24 25 33 40 44;12;24;25;33;40;44
12/08/2018;05 16 17 28 31 38;5;16;17;28;31;38
10/08/2018;18 22 24 29 41 45;18;22;24;29;41;45
08/08/2018;19 34 37 39 41 44;19;34;37;39;41;44
05/08/2018;07 10 18 31 39 43;7;10;18;31;39;43
03/08/2018;03 08 10 24 27 28;3;8;10;24;27;28
01/08/2018;05 06 29 30 37 38;5;6;29;30;37;38
29/07/2018;26 31 32 37 43 45;26;31;32;37;43;45
27/07/2018;02 21 32 37 38 42;2;21;32;37;38;42
25/07/2018;09 16 18 38 41 45;9;16;18;38;41;45
22/07/2018;08 09 24 27 40 45;8;9;24;27;40;45
20/07/2018;13 14 16 19 20 23;13;14;16;19;20;23
18/07/2018;08 10 14 19 26 34;8;10;14;19;26;34
15/07/2018;07 15 20 29 31 38;7;15;20;29;31;38
13/07/2018;03 08 09 25 27 28;3;8;9;25;27;28
11/07/2018;12 26 28 29 39 43;12;26;28;29;39;43
08/07/2018;02 07 08 10 28 44;2;7;8;10;28;44
06/07/2018;22 26 33 34 38 42;22;26;33;34;38;42
04/07/2018;02 03 27 28 34 43;2;3;27;28;34;43
01/07/2018;04 07 15 28 34 37;4;7;15;28;34;37
29/06/2018;06 18 22 24 36 39;6;18;22;24;36;39
27/06/2018;25 27 29 33 37 38;25;27;29;33;37;38
24/06/2018;06 08 23 32 33 41;6;8;23;32;33;41
22/06/2018;15 19 20 26 34 39;15;19;20;26;34;39
20/06/2018;02 18 22 30 32 43;2;18;22;30;32;43
17/06/2018;03 05 06 07 34 40;3;5;6;7;34;40
15/06/2018;08 11 13 23 24 28;8;11;13;23;24;28
13/06/2018;02 04 17 24 31 40;2;4;17;24;31;40
10/06/2018;22 25 35 36 38 39;22;25;35;36;38;39
08/06/2018;04 13 32 35 40 42;4;13;32;35;40;42
06/06/2018;06 20 22 26 43 44;6;20;22;26;43;44
03/06/2018;18 20 24 40 42 45;18;20;24;40;42;45
01/06/2018;06 14 19 38 43 44;6;14;19;38;43;44
30/05/2018;02 17 19 27 31 36;2;17;19;27;31;36
27/05/2018;05 09 17 18 19 22;5;9;17;18;19;22
25/05/2018;05 14 22 26 29 39;5;14;22;26;29;39
23/05/2018;13 16 25 34 37 41;13;16;25;34;37;41
20/05/2018;18 19 25 26 29 39;18;19;25;26;29;39
18/05/2018;03 18 24 29 30 35;3;18;24;29;30;35
16/05/2018;10 21 23 25 35 38;10;21;23;25;35;38
13/05/2018;06 11 16 18 27 41;6;11;16;18;27;41
11/05/2018;10 11 26 29 33 38;10;11;26;29;33;38
09/05/2018;09 15 20 30 31 33;9;15;20;30;31;33
06/05/2018;11 26 28 34 36 37;11;26;28;34;36;37
04/05/2018;09 18 25 26 27 29;9;18;25;26;27;29
02/05/2018;10 11 22 29 37 40;10;11;22;29;37;40
29/04/2018;03 10 22 23 25 43;3;10;22;23;25;43
27/04/2018;10 20 24 27 28 29;10;20;24;27;28;29
25/04/2018;04 15 17 23 29 43;4;15;17;23;29;43
22/04/2018;06 07 22 32 36 39;6;7;22;32;36;39
20/04/2018;06 09 14 30 33 42;6;9;14;30;33;42
18/04/2018;06 16 28 29 39 44;6;16;28;29;39;44
15/04/2018;03 09 13 20 30 34;3;9;13;20;30;34
13/04/2018;11 22 24 33 38 43;11;22;24;33;38;43
11/04/2018;07 20 23 25 26 39;7;20;23;25;26;39
08/04/2018;02 05 11 16 30 34;2;5;11;16;30;34
06/04/2018;01 07 08 09 36 40;1;7;8;9;36;40
04/04/2018;02 03 06 16 41 44;2;3;6;16;41;44
01/04/2018;04 12 24 33 39 43;4;12;24;33;39;43
30/03/2018;07 11 18 28 34 43;7;11;18;28;34;43
28/03/2018;12 18 31 34 35 42;12;18;31;34;35;42
25/03/2018;04 10 13 22 38 42;4;10;13;22;38;42
23/03/2018;03 06 12 22 26 35;3;6;12;22;26;35
21/03/2018;06 19 38 40 41 44;6;19;38;40;41;44
18/03/2018;14 21 24 28 31 40;14;21;24;28;31;40
16/03/2018;06 08 13 17 20 34;6;8;13;17;20;34
14/03/2018;12 21 23 27 31 34;12;21;23;27;31;34
11/03/2018;01 14 19 26 41 42;1;14;19;26;41;42
09/03/2018;05 10 13 19 25 44;5;10;13;19;25;44
07/03/2018;08 19 25 31 37 40;8;19;25;31;37;40
04/03/2018;04 11 19 25 32 40;4;11;19;25;32;40
02/03/2018;03 07 15 27 41 45;3;7;15;27;41;45
28/02/2018;17 19 21 23 36 40;17;19;21;23;36;40
25/02/2018;08 10 12 29 30 42;8;10;12;29;30;42
23/02/2018;05 16 19 23 29 37;5;16;19;23;29;37
21/02/2018;18 23 24 26 29 33;18;23;24;26;29;33
18/02/2018;01 05 14 16 36 38;1;5;14;16;36;38
14/02/2018;12 31 32 34 35 43;12;31;32;34;35;43
11/02/2018;05 19 27 32 41 45;5;19;27;32;41;45
09/02/2018;02 10 14 19 23 37;2;10;14;19;23;37
07/02/2018;05 07 18 26 30 36;5;7;18;26;30;36
04/02/2018;01 05 13 27 40 45;1;5;13;27;40;45
02/02/2018;02 07 14 28 42 45;2;7;14;28;42;45
31/01/2018;04 07 09 10 30 40;4;7;9;10;30;40
28/01/2018;12 26 27 33 36 37;12;26;27;33;36;37
26/01/2018;01 09 18 28 36 44;1;9;18;28;36;44
24/01/2018;05 06 24 33 42 45;5;6;24;33;42;45
21/01/2018;01 10 11 24 32 37;1;10;11;24;32;37
19/01/2018;02 04 27 28 31 36;2;4;27;28;31;36
17/01/2018;09 10 12 22 27 41;9;10;12;22;27;41
14/01/2018;01 06 10 29 32 41;1;6;10;29;32;41
12/01/2018;04 08 17 23 27 34;4;8;17;23;27;34
10/01/2018;06 18 21 22 37 45;6;18;21;22;37;45
07/01/2018;04 06 11 13 24 31;4;6;11;13;24;31
05/01/2018;19 30 34 38 42 44;19;30;34;38;42;44
03/01/2018;08 14 19 30 33 35;8;14;19;30;33;35
31/12/2017;03 13 14 26 30 34;3;13;14;26;30;34
29/12/2017;02 08 17 20 29 39;2;8;17;20;29;39
27/12/2017;09 13 19 21 27 30;9;13;19;21;27;30
24/12/2017;01 05 09 14 30 31;1;5;9;14;30;31
22/12/2017;09 13 17 22 26 33;9;13;17;22;26;33
20/12/2017;03 08 25 37 40 42;3;8;25;37;40;42
17/12/2017;04 07 16 27 40 41;4;7;16;27;40;41
15/12/2017;13 14 17 24 28 43;13;14;17;24;28;43
13/12/2017;04 07 19 24 32 38;4;7;19;24;32;38
10/12/2017;27 36 39 43 44 45;27;36;39;43;44;45
08/12/2017;02 11 15 32 40 44;2;11;15;32;40;44
06/12/2017;03 07 29 31 34 43;3;7;29;31;34;43
03/12/2017;08 09 15 18 27 30;8;9;15;18;27;30
01/12/2017;10 19 30 35 39 45;10;19;30;35;39;45
29/11/2017;19 23 26 37 38 41;19;23;26;37;38;41
26/11/2017;04 12 17 19 23 34;4;12;17;19;23;34
24/11/2017;14 24 32 34 36 45;14;24;32;34;36;45
22/11/2017;05 06 09 23 27 35;5;6;9;23;27;35
19/11/2017;14 20 30 33 41 43;14;20;30;33;41;43
17/11/2017;11 13 18 19 31 45;11;13;18;19;31;45
15/11/2017;01 09 15 27 33 43;1;9;15;27;33;43
12/11/2017;22 26 37 40 42 44;22;26;37;40;42;44
10/11/2017;01 04 19 21 24 35;1;4;19;21;24;35
08/11/2017;01 18 23 24 40 41;1;18;23;24;40;41
05/11/2017;03 17 38 39 41 44;3;17;38;39;41;44
03/11/2017;07 17 20 22 29 44;7;17;20;22;29;44
01/11/2017;04 12 25 39 42 44;4;12;25;39;42;44
29/10/2017;01 05 28 31 44 45;1;5;28;31;44;45
27/10/2017;04 10 13 21 22 38;4;10;13;21;22;38
25/10/2017;12 17 23 25 34 38;12;17;23;25;34;38
22/10/2017;08 14 16 17 31 42;8;14;16;17;31;42
20/10/2017;02 18 25 33 36 42;2;18;25;33;36;42
18/10/2017;16 24 32 36 37 40;16;24;32;36;37;40
15/10/2017;02 09 14 21 35 40;2;9;14;21;35;40
13/10/2017;10 13 20 21 25 36;10;13;20;21;25;36
11/10/2017;04 11 14 15 19 26;4;11;14;15;19;26
08/10/2017;08 16 24 27 35 39;8;16;24;27;35;39
06/10/2017;04 06 18 20 30 45;4;6;18;20;30;45
04/10/2017;04 05 09 19 37 44;4;5;9;19;37;44
01/10/2017;08 23 27 36 37 43;8;23;27;36;37;43
29/09/2017;23 28 30 35 37 42;23;28;30;35;37;42
27/09/2017;10 19 33 34 35 45;10;19;33;34;35;45
24/09/2017;04 10 11 31 36 39;4;10;11;31;36;39
22/09/2017;05 16 21 31 37 41;5;16;21;31;37;41
20/09/2017;05 07 13 17 23 33;5;7;13;17;23;33
17/09/2017;06 11 15 16 37 40;6;11;15;16;37;40
15/09/2017;03 24 35 37 40 43;3;24;35;37;40;43
13/09/2017;03 08 19 35 38 40;3;8;19;35;38;40
10/09/2017;01 22 23 35 36 42;1;22;23;35;36;42
08/09/2017;02 15 17 32 41 44;2;15;17;32;41;44
06/09/2017;05 20 24 32 36 42;5;20;24;32;36;42
03/09/2017;05 06 26 28 35 43;5;6;26;28;35;43
01/09/2017;09 10 13 19 23 41;9;10;13;19;23;41
30/08/2017;05 08 11 28 35 41;5;8;11;28;35;41
27/08/2017;03 07 16 32 36 39;3;7;16;32;36;39
25/08/2017;02 07 12 27 40 44;2;7;12;27;40;44
23/08/2017;06 25 27 34 42 43;6;25;27;34;42;43
20/08/2017;05 15 18 21 37 45;5;15;18;21;37;45
18/08/2017;03 04 18 22 34 37;3;4;18;22;34;37
16/08/2017;06 11 15 19 22 41;6;11;15;19;22;41
13/08/2017;01 03 06 07 16 18;1;3;6;7;16;18
11/08/2017;01 12 19 35 36 41;1;12;19;35;36;41
09/08/2017;11 19 22 24 25 31;11;19;22;24;25;31
06/08/2017;02 09 10 11 21 43;2;9;10;11;21;43
04/08/2017;03 12 13 23 26 37;3;12;13;23;26;37
02/08/2017;07 10 17 26 28 43;7;10;17;26;28;43
30/07/2017;08 17 24 35 41 44;8;17;24;35;41;44
28/07/2017;01 04 09 26 35 39;1;4;9;26;35;39
26/07/2017;09 26 27 30 40 44;9;26;27;30;40;44
23/07/2017;07 09 13 21 28 39;7;9;13;21;28;39
21/07/2017;05 06 09 15 19 32;5;6;9;15;19;32
19/07/2017;04 07 13 20 35 44;4;7;13;20;35;44
16/07/2017;02 10 27 29 37 39;2;10;27;29;37;39
14/07/2017;02 13 19 24 25 33;2;13;19;24;25;33
12/07/2017;05 09 14 15 26 42;5;9;14;15;26;42
09/07/2017;01 09 14 18 25 28;1;9;14;18;25;28
07/07/2017;04 19 22 30 34 35;4;19;22;30;34;35
05/07/2017;01 04 16 31 37 40;1;4;16;31;37;40
02/07/2017;01 05 07 16 19 44;1;5;7;16;19;44
30/06/2017;01 07 10 38 40 42;1;7;10;38;40;42
28/06/2017;02 06 21 28 39 40;2;6;21;28;39;40
25/06/2017;03 14 33 38 42 44;3;14;33;38;42;44
23/06/2017;09 10 21 37 40 42;9;10;21;37;40;42
21/06/2017;09 26 29 30 35 37;9;26;29;30;35;37
18/06/2017;02 08 12 14 16 26;2;8;12;14;16;26
16/06/2017;06 10 17 21 27 38;6;10;17;21;27;38
14/06/2017;05 08 15 25 31 35;5;8;15;25;31;35
11/06/2017;05 06 11 14 32 33;5;6;11;14;32;33
09/06/2017;07 15 19 24 32 42;7;15;19;24;32;42
07/06/2017;05 06 13 29 35 44;5;6;13;29;35;44
04/06/2017;01 09 23 32 34 35;1;9;23;32;34;35
02/06/2017;05 13 16 32 39 41;5;13;16;32;39;41
31/05/2017;07 13 16 30 37 44;7;13;16;30;37;44
28/05/2017;02 07 17 24 31 44;2;7;17;24;31;44
26/05/2017;06 08 25 39 40 45;6;8;25;39;40;45
24/05/2017;08 20 25 27 30 33;8;20;25;27;30;33
21/05/2017;11 14 17 22 27 42;11;14;17;22;27;42
19/05/2017;01 08 18 28 30 33;1;8;18;28;30;33
17/05/2017;07 08 11 18 23 42;7;8;11;18;23;42
14/05/2017;13 15 17 21 25 40;13;15;17;21;25;40
12/05/2017;01 27 35 42 43 45;1;27;35;42;43;45
10/05/2017;07 17 21 29 40 44;7;17;21;29;40;44
07/05/2017;01 07 28 32 44 45;1;7;28;32;44;45
05/05/2017;04 09 12 32 36 43;4;9;12;32;36;43
03/05/2017;03 19 20 21 25 45;3;19;20;21;25;45
30/04/2017;02 06 08 11 12 25;2;6;8;11;12;25
28/04/2017;02 09 11 12 15 23;2;9;11;12;15;23
26/04/2017;14 16 17 20 35 39;14;16;17;20;35;39
23/04/2017;13 17 22 30 31 43;13;17;22;30;31;43
21/04/2017;07 08 15 30 32 39;7;8;15;30;32;39
19/04/2017;19 20 32 33 38 44;19;20;32;33;38;44
16/04/2017;06 07 18 29 32 44;6;7;18;29;32;44
14/04/2017;04 05 10 33 36 38;4;5;10;33;36;38
12/04/2017;02 03 08 13 19 41;2;3;8;13;19;41
09/04/2017;05 08 21 25 26 37;5;8;21;25;26;37
07/04/2017;04 05 16 17 32 40;4;5;16;17;32;40
05/04/2017;13 14 20 21 23 33;13;14;20;21;23;33
02/04/2017;03 05 07 12 27 33;3;5;7;12;27;33
31/03/2017;01 04 05 11 20 30;1;4;5;11;20;30
29/03/2017;04 05 24 26 28 37;4;5;24;26;28;37
26/03/2017;06 12 23 25 29 43;6;12;23;25;29;43
24/03/2017;10 14 30 32 37 42;10;14;30;32;37;42
22/03/2017;01 09 24 28 33 36;1;9;24;28;33;36
19/03/2017;01 02 06 12 31 36;1;2;6;12;31;36
17/03/2017;07 12 24 43 44 45;7;12;24;43;44;45
15/03/2017;03 09 10 31 32 40;3;9;10;31;32;40
12/03/2017;06 11 30 32 35 42;6;11;30;32;35;42
10/03/2017;04 09 21 27 38 44;4;9;21;27;38;44
08/03/2017;05 11 14 20 32 42;5;11;14;20;32;42
05/03/2017;18 21 24 26 39 45;18;21;24;26;39;45
03/03/2017;02 04 13 22 23 41;2;4;13;22;23;41
01/03/2017;03 04 26 30 35 44;3;4;26;30;35;44
26/02/2017;07 11 16 19 38 39;7;11;16;19;38;39
24/02/2017;02 04 19 23 44 45;2;4;19;23;44;45
22/02/2017;01 03 08 18 28 42;1;3;8;18;28;42
19/02/2017;01 17 24 25 33 35;1;17;24;25;33;35
17/02/2017;12 15 25 27 37 41;12;15;25;27;37;41
15/02/2017;04 16 19 27 29 30;4;16;19;27;29;30
12/02/2017;04 06 12 21 23 28;4;6;12;21;23;28
10/02/2017;02 06 10 13 20 28;2;6;10;13;20;28
08/02/2017;15 26 29 32 34 38;15;26;29;32;34;38
05/02/2017;01 11 26 29 34 40;1;11;26;29;34;40
03/02/2017;08 17 31 32 33 39;8;17;31;32;33;39
01/02/2017;02 10 11 18 22 33;2;10;11;18;22;33
29/01/2017;05 13 21 27 29 45;5;13;21;27;29;45
25/01/2017;06 09 14 18 28 30;6;9;14;18;28;30
22/01/2017;01 20 21 22 26 29;1;20;21;22;26;29
20/01/2017;01 11 31 32 34 37;1;11;31;32;34;37
18/01/2017;11 22 26 28 35 43;11;22;26;28;35;43
15/01/2017;05 25 27 29 31 43;5;25;27;29;31;43
13/01/2017;12 24 29 32 37 39;12;24;29;32;37;39
11/01/2017;02 08 21 29 37 45;2;8;21;29;37;45
08/01/2017;12 18 29 32 39 45;12;18;29;32;39;45
06/01/2017;22 30 34 36 43 45;22;30;34;36;43;45
04/01/2017;04 19 25 27 29 31;4;19;25;27;29;31
01/01/2017;09 18 24 33 36 39;9;18;24;33;36;39
30/12/2016;07 23 27 29 35 37;7;23;27;29;35;37
28/12/2016;02 22 25 33 38 43;2;22;25;33;38;43
25/12/2016;05 12 20 29 34 36;5;12;20;29;34;36
23/12/2016;01 17 24 25 37 43;1;17;24;25;37;43
21/12/2016;03 06 12 14 18 40;3;6;12;14;18;40
18/12/2016;03 07 30 32 41 43;3;7;30;32;41;43
16/12/2016;05 08 33 34 39 44;5;8;33;34;39;44
14/12/2016;05 06 12 16 26 30;5;6;12;16;26;30
11/12/2016;02 03 04 05 22 24;2;3;4;5;22;24
09/12/2016;11 12 15 17 21 26;11;12;15;17;21;26
07/12/2016;13 23 27 28 32 45;13;23;27;28;32;45
04/12/2016;03 05 13 27 38 44;3;5;13;27;38;44
02/12/2016;17 26 33 34 37 42;17;26;33;34;37;42
30/11/2016;06 15 17 20 23 41;6;15;17;20;23;41
27/11/2016;12 16 17 18 22 30;12;16;17;18;22;30
25/11/2016;03 04 25 31 37 40;3;4;25;31;37;40
23/11/2016;02 22 23 24 28 37;2;22;23;24;28;37
20/11/2016;09 23 33 38 41 42;9;23;33;38;41;42
18/11/2016;11 12 16 24 26 31;11;12;16;24;26;31
16/11/2016;01 09 17 28 43 44;1;9;17;28;43;44
13/11/2016;11 23 25 34 36 45;11;23;25;34;36;45
11/11/2016;10 17 22 23 30 36;10;17;22;23;30;36
09/11/2016;02 10 14 24 25 30;2;10;14;24;25;30
06/11/2016;04 15 16 20 26 41;4;15;16;20;26;41
04/11/2016;05 13 22 24 28 32;5;13;22;24;28;32
02/11/2016;03 05 08 10 13 22;3;5;8;10;13;22
30/10/2016;07 12 25 28 40 44;7;12;25;28;40;44
28/10/2016;10 11 13 14 16 38;10;11;13;14;16;38
26/10/2016;01 08 16 18 21 28;1;8;16;18;21;28
23/10/2016;02 05 12 21 22 40;2;5;12;21;22;40
21/10/2016;16 17 30 32 34 38;16;17;30;32;34;38
19/10/2016;02 13 15 17 18 41;2;13;15;17;18;41
16/10/2016;05 21 31 33 38 42;5;21;31;33;38;42
14/10/2016;03 07 09 18 28 39;3;7;9;18;28;39
12/10/2016;02 08 15 16 19 25;2;8;15;16;19;25
09/10/2016;02 15 20 32 33 44;2;15;20;32;33;44
07/10/2016;24 25 27 34 44 45;24;25;27;34;44;45
05/10/2016;05 06 19 31 42 44;5;6;19;31;42;44
02/10/2016;16 23 27 34 35 38;16;23;27;34;35;38
30/09/2016;06 20 30 38 40 45;6;20;30;38;40;45
28/09/2016;03 06 17 21 32 40;3;6;17;21;32;40
25/09/2016;01 20 28 32 42 44;1;20;28;32;42;44
23/09/2016;08 14 19 29 30 40;8;14;19;29;30;40
21/09/2016;05 12 15 30 37 41;5;12;15;30;37;41
18/09/2016;07 10 17 20 25 32;7;10;17;20;25;32
16/09/2016;04 05 06 23 31 34;4;5;6;23;31;34
14/09/2016;02 11 14 23 25 32;2;11;14;23;25;32
11/09/2016;06 09 10 18 20 31;6;9;10;18;20;31
09/09/2016;07 13 16 18 31 32;7;13;16;18;31;32
07/09/2016;06 08 12 13 15 19;6;8;12;13;15;19
04/09/2016;11 15 20 24 27 45;11;15;20;24;27;45
02/09/2016;09 13 24 35 36 41;9;13;24;35;36;41
31/08/2016;08 20 21 31 34 39;8;20;21;31;34;39
28/08/2016;04 06 10 15 16 44;4;6;10;15;16;44
26/08/2016;10 36 39 43 44 45;10;36;39;43;44;45
24/08/2016;08 17 21 23 36 40;8;17;21;23;36;40
21/08/2016;13 21 24 25 29 44;13;21;24;25;29;44
19/08/2016;11 12 17 33 34 36;11;12;17;33;34;36
17/08/2016;02 04 09 19 21 26;2;4;9;19;21;26
14/08/2016;13 16 17 29 31 37;13;16;17;29;31;37
12/08/2016;28 31 34 37 38 41;28;31;34;37;38;41
10/08/2016;06 15 16 19 27 30;6;15;16;19;27;30
07/08/2016;03 05 17 22 30 31;3;5;17;22;30;31
05/08/2016;03 09 13 18 24 31;3;9;13;18;24;31
03/08/2016;07 10 25 27 29 40;7;10;25;27;29;40
31/07/2016;02 06 19 21 35 39;2;6;19;21;35;39
29/07/2016;03 08 13 20 30 36;3;8;13;20;30;36
27/07/2016;14 17 21 25 31 37;14;17;21;25;31;37
24/07/2016;01 10 16 18 23 38;1;10;16;18;23;38
22/07/2016;03 04 14 20 25 35;3;4;14;20;25;35
20/07/2016;02 17 33 37 38 45;2;17;33;37;38;45
